"id","name","description","num_followers","num_posts"
44,"design-tools","Design is more than just pretty pixels (no offense, pretty pixels). It's about user experience (UX), graphic design, and so much more, often aided by tools like Photoshop, Sketch, Illustrator, and other useful tools. 🎨",39119,2158
43,"health-and-fitness","Losing weight? Gaining weight? There are so many resources available, from calorie counting apps to personal coaches in your pocket. 💪",13273,864
42,"funny","Knock knock. Who's there? Bad Jokes, cat puns and more. Get ready to LOL right meow.",422,487
41,"hiring-and-recruiting","Need to hire someone? Want a job? You've come to the right place.",982,388
40,"stock-photography","Building something and need a perfectly framed photo? There are sites for that.",580,102
39,"email","Love it or hate it, electronic mail is a huge part of your life but fortunately there are so many apps and extensions to make it more managable. PSA: Please don't ""Reply All"" to everything. 😁",8823,414
38,"podcasts","If you love talk radio, you'll love podcasts. There's a show on every topic imaginable, so download your favorite podcast player (Overcast and Stitcher are great options) and enjoy at the gym or in the car. 🎧",419,9043
37,"tabletop-games","Gather your friends and play some games around a table (or floor... tabletop games also work on that platform).",127,13
36,"board-games","Before computers and iPads, there were board games. They came in boxes and and you got friends together and played with them and it was awesome.",360,108
34,"chrome-extensions","Level up your Chrome with super browser extensions. Happy surfing. 🏄",9916,571
32,"oculus","Facebook's Oculus is looking to revolutionize the way we consume media and communicate with the world, through virtual reality (VR).",444,25
31,"drones","It’s a bird! It’s a plane! Nope, it's a drone. Unmanned aerial vehicles are growing in popularity, from the DGI Phantom to the autonomous Lily drone. Even Amazon may deliver T.P. from the sky soon.",7973,123
30,"virtual-reality","Strap on an Oculus or HTC Vive, and transport to a virtual world. Virtual Reality (VR) is one of the most transformational technologies to change the way we game, travel, and “call” home.",10600,318
29,"telegram","The free, multiplatform messaging app used by over 100 million people every month is home for bots for every use case. Here are some of the best integrations.",345,102
28,"uber","Get from A to B, the smartest way. Your private driver, on-demand.",460,99
27,"gear-vr","Slip into the world of virtual reality whenever you want to the Samsung Gear VR.",331,51
26,"apple-tv","After a long day at the office, find solitude in the vast world of TV and film on your Apple TV. Couch not included. 📺",721,276
25,"htc-vive","Steam's take on virtual reality (VR), focused on mobility and great gaming.",82,47
24,"playstation-vr","The Sony PlayStation aims to bring virtual reality (VR) to anyone with a PS4. No costly PC needed.",164,16
23,"oculus-rift","",193,80
22,"slack","Real-time chat with everyone. Use it with your team, family, and friends.",25344,696
21,"web","You know that place with all those cat pics and GIFs? It also has some other neat stuff.",20957,12724
20,"browser","",631,259
19,"mac","The legendary foundations of Apple Computers. They're easy to use and easy to love. Go ahead, hop on the 🍎 bandwagon.",28354,2860
18,"windows","The Personal Computer changed the way we live and work, created by the legendary Bill Gates with the vision to put a ""computer on every desk"".",779,1975
17,"kindle","Collect and read books that won't gather dust on the handy, portable Amazon Kindle.",474,102
16,"firefox-extension","",258,543
15,"safari-extension","",402,463
13,"linux","For those who love to customize their OS to their own likings. Fedora, Red Hat, Ubuntu. You'll have your pick.",456,688
12,"apple-watch","When you don't have enough notifications on your Phone to distract you, get them on your wrist. Apple's sexy wearable might change your life.",654,640
11,"card-games","Did you know that card games used to be played IRL with laminated paper instead of on an iPad? Crazy, right?!",307,118
10,"board-game","",129,24
9,"ipad","A slab of Apple computing genius, now in multiple tablet sizes: Mini, Air, and Pro.",863,3802
8,"iphone","The beloved ""phone"" that changed the way we communicate, play games, and snap photos. 📱",22523,11276
7,"wii-u","Relive your childhood with Mario, Zelda, and Pokemon on Nintendo's motion-sensing console.",80,29
6,"3ds","The king of handheld gaming is still on top. Play the classics, from Mario to Pokemon, reimagined in 3D without the need for dorky glasses.",109,36
5,"vita","Sony's second handheld brings console quality games straight to your fingertips. Play Vita exclusives or even stream games directly from your PS4.",54,42
4,"ps4","",361,200
3,"xbox-one","Microsoft's console brings you awesome games like Halo and Gears of War and doubles as a killer home media device.",209,148
2,"android","One of the fastest growing platforms of all time, the little green bot lives in your pocket and does just about anything.",11773,6008
1,"pc","",403,73
